site,date,year,day_of_year,image_no,,prop_blk_pixels,prop_wht_pixels
Nat-ag 5 old,6/8/2024,2024,160,5,,0.871021208,0.128978792
Nat-ag 5 old,6/8/2024,2024,160,9,,0.706185867,0.293814133
Nat-ag 6,9/12/2024,2024,256,6,,0.700496887,0.299503113
Nat-ag 6,9/12/2024,2024,256,8,,0.469066195,0.530933805
Nat-ag 7 old,8/8/2024,2024,221,2,,0.347974707,0.652025293
Nat-ag 7 old,8/8/2024,2024,221,3,,0.269531575,0.730468425
Nat-ag 7 old,9/12/2024,2024,256,9,,0.88342852,0.11657148
Nat QC 1 alt,5/29/2024,2024,164,1,,0.700816791,0.299183209
Nat QC 1 alt,5/29/2024,2024,164,10,,0.562178286,0.437821714
Nat QC 1 old,5/29/2024,2024,150,10,,0.609620368,0.390379632
Nat-ag 9,5/28/2024,2024,149,9,,0.995869875,0.004130125
Nat QC 3,5/29/2024,2024,150,10,,0.428440622,0.571559378
Nat QC 3,5/29/2024,2024,150,6,,0.645718915,0.354281085
Nat QC 3,5/29/2024,2024,150,7,,0.597017933,0.402982067
Nat QC 3,5/29/2024,2024,150,8,,0.442204472,0.557795528
Nat QC 3,8/21/2024,2024,234,4,,0.898960555,0.101039445
Nat QC 4,5/29/2024,2024,150,1,,0.796181578,0.203818422
Nat QC 4,5/29/2024,2024,150,10,,0.612427221,0.387572779
Nat QC 4,5/29/2024,2024,150,5,,0.848886997,0.151113003
Nat QC 4,5/29/2024,2024,150,6,,0.864278251,0.135721749
Nat QC 4,5/29/2024,2024,150,7,,0.933334055,0.066665945
Nat QC 4,5/29/2024,2024,150,8,,0.953624553,0.046375447
Nat QC 4,5/29/2024,2024,150,9,,0.589838139,0.410161861
Nat QC 6,5/29/2024,2024,164,1,,0.705315699,0.294684301
Nat QC 6,5/29/2024,2024,164,10,,0.64795518,0.35204482
Nat QC 6,5/29/2024,2024,164,2,,0.638319884,0.361680116
Nat QC 6,5/29/2024,2024,164,3,,0.543949048,0.456050952
Nat QC 6,5/29/2024,2024,164,4,,0.85676933,0.14323067
Nat QC 6,5/29/2024,2024,164,5,,0.496359256,0.503640744
Nat QC 6,5/29/2024,2024,164,8,,0.923756488,0.076243512
Nat QC 7,5/29/2024,2024,150,1,,0.601233591,0.398766409
Nat QC 7,5/29/2024,2024,150,10,,0.295396079,0.704603921
Nat QC 7,5/29/2024,2024,150,3,,0.816591858,0.183408142
Nat QC 7,5/29/2024,2024,150,4,,0.507818545,0.492181455
Nat QC 7,5/29/2024,2024,150,7,,0.555317977,0.444682023
Nat QC 7,5/29/2024,2024,150,8,,0.792285891,0.207714109
Nat QC 9,5/29/2024,2024,150,5,,0.702191419,0.297808581
Half 9,6/25/2024,2024,177,8,,0.555876683,0.444123317
Nat QC 9,5/29/2024,2024,150,10,,0.743470547,0.256529453
Nat QC 9,5/29/2024,2024,150,6,,0.773046655,0.226953345
Nat QC 9,5/29/2024,2024,150,7,,0.538214883,0.461785117
Nat QC 9,5/29/2024,2024,150,8,,0.891931893,0.108068107
Nat QC 9,5/29/2024,2024,150,9,,0.726874295,0.273125705
Nat QC 9,6/26/2024,2024,178,6,,0.498638682,0.501361318
Nat QC 9,6/26/2024,2024,178,8,,0.208924999,0.791075001
Nat QC 9,8/21/2024,2024,234,1,,0.52215059,0.47784941
Nat QC 9,8/21/2024,2024,234,2,,0.809180521,0.190819479
Nat QC 9,8/21/2024,2024,234,3,,0.935091193,0.064908807
Nat-ag 3,9/12/2024,2024,256,10,,0.771129272,0.228870728
Nat-ag 3,9/12/2024,2024,256,3,,0.72219783,0.27780217
Nat-ag 3,9/12/2024,2024,256,4,,0.915634167,0.084365833
Nat-ag 3,9/12/2024,2024,256,8,,0.85723013,0.14276987
Nat-ag 3,9/12/2024,2024,256,9,,0.803802024,0.196197976
Nat QC 1 alt,6/26/2024,2024,178,3,,0.37947819,0.62052181
Nat QC 1 alt,6/26/2024,2024,178,4,,0.405941214,0.594058786
Nat QC 9,8/21/2024,2024,234,4,,0.446573857,0.553426143
Nat-ag 6,8/22/2024,2024,235,6,,0.515042367,0.484957633
Nat QC 7,8/21/2024,2024,234,1,,0.440497742,0.559502258
Ag-nat 2,5/28/2024,2024,149,6,,0.713432155,0.286567845
Ag-nat 2,5/28/2024,2024,149,7,,0.746493997,0.253506003
Ag-nat 2,6/25/2024,2024,177,1,,0.601017179,0.398982821
Ag-nat 2,6/25/2024,2024,177,11,,0.449553467,0.550446533
Ag-nat 2,6/25/2024,2024,177,3,,0.353003187,0.646996813
Ag-nat 2,6/25/2024,2024,177,4,,0.341817874,0.658182126
Ag-nat 2,7/30/2024,2024,212,4,,0.438199091,0.561800909
Ag-nat 3,6/24/2024,2024,176,3,,0.188140155,0.811859845
Ag-nat 3,6/24/2024,2024,176,4,,0.125084935,0.874915065
Ag 6,8/23/2024,2024,236,9,edit,0.255255098,0.744744902
Ag-nat 3,6/24/2024,2024,176,5,,0.086344716,0.913655284
Ag-nat 3,6/24/2024,2024,176,6,,0.164171375,0.835828625
Ag-nat 3,8/20/2024,2024,233,1,,0.35633888,0.64366112
Ag-nat 3,8/20/2024,2024,233,10,,0.25879734,0.74120266
Ag-nat 3,8/20/2024,2024,233,2,,0.060862968,0.939137032
Ag-nat 3,8/20/2024,2024,233,3,,0.131117705,0.868882295
Ag-nat 3,8/20/2024,2024,233,4,,0.149965198,0.850034802
Ag-nat 3,8/20/2024,2024,233,5,,0.089505381,0.910494619
Ag-nat 3,8/20/2024,2024,233,6,,0.211438681,0.788561319
Ag-nat 3,8/20/2024,2024,233,7,,0.320384805,0.679615195
Ag-nat 3,8/20/2024,2024,233,8,,0.605649108,0.394350892
Ag-nat 3,8/20/2024,2024,233,9,,0.115184481,0.884815519
Ag-nat 5,5/28/2024,2024,149,1,,0.581950987,0.418049013
Ag-nat 5,5/28/2024,2024,149,2,,0.469736456,0.530263544
Ag-nat 5,5/28/2024,2024,149,4,,0.239695111,0.760304889
Ag-nat 5,5/28/2024,2024,149,5,,0.691626854,0.308373146
Ag-nat 7,5/28/2024,2024,149,1,,0.730212163,0.269787837
Ag-nat 7,5/28/2024,2024,149,10,,0.437597656,0.562402344
Ag-nat 7,5/28/2024,2024,149,2,,0.55002976,0.44997024
Ag-nat 7,5/28/2024,2024,149,3,,0.43380861,0.56619139
Ag-nat 7,5/28/2024,2024,149,4,,0.358106586,0.641893414
Ag-nat 7,5/28/2024,2024,149,6,,0.371876516,0.628123484
Ag-nat 7,5/28/2024,2024,149,7,,0.532630853,0.467369147
Ag-nat 7,5/28/2024,2024,149,8,,0.441005333,0.558994667
Ag-nat 7,5/28/2024,2024,149,9,,0.453760005,0.546239995
Ag-nat 8,7/29/2024,2024,211,9,,0.535190735,0.464809265
Ag-nat 8,8/20/2024,2024,233,3,,0.24319625,0.75680375
Ag-nat 8,8/20/2024,2024,233,4,,0.502584683,0.497415317
Ag-nat 8,8/20/2024,2024,233,5,,0.164979119,0.835020881
Ag-nat 8,8/20/2024,2024,233,6,,0.22343534,0.77656466
Ag-nat 8,8/20/2024,2024,233,7,,0.215979288,0.784020712
Ag-nat 8,8/20/2024,2024,233,8,,0.748007194,0.251992806
Ag-nat 8,8/20/2024,2024,233,9,,0.552240818,0.447759182
Ag-nat 9,5/28/2024,2024,149,1,,0.311139124,0.688860876
Ag-nat 9,5/28/2024,2024,149,4,,0.447877893,0.552122107
Ag-nat 9,5/28/2024,2024,149,5,,0.391807623,0.608192377
Ag-nat 9,5/28/2024,2024,149,6,,0.437604622,0.562395378
Ag-nat 9,5/28/2024,2024,149,7,,0.474481768,0.525518232
Ag-nat 9,5/28/2024,2024,149,8,,0.409402049,0.590597951
Ag-nat 9,5/28/2024,2024,149,9,,0.17305156,0.82694844
Ag 3,8/20/2024,2024,233,1,,0.513478021,0.486521979
Ag 3,8/20/2024,2024,233,10,,0.217480268,0.782519732
Ag 3,8/20/2024,2024,233,2,,0.343054882,0.656945118
Ag 3,8/20/2024,2024,233,3,,0.2951118,0.7048882
Ag 3,8/20/2024,2024,233,4,,0.108509425,0.891490575
Ag 3,8/20/2024,2024,233,5,,0.191676866,0.808323134
Ag 3,8/20/2024,2024,233,6,,0.14586482,0.85413518
Ag 3,8/20/2024,2024,233,7,,0.237945664,0.762054336
Ag 3,8/20/2024,2024,233,8,,0.378661717,0.621338283
Ag 3,8/20/2024,2024,233,9,,0.319689344,0.680310656
Ag 5,8/20/2024,2024,233,1,,0.116140666,0.883859334
Ag 5,8/20/2024,2024,233,10,,0.32982248,0.67017752
Ag 5,8/20/2024,2024,233,2,,0.371714166,0.628285834
Ag 5,8/20/2024,2024,233,3,,0.153725201,0.846274799
Ag 5,8/20/2024,2024,233,4,,0.344913696,0.655086304
Ag 5,8/20/2024,2024,233,5,,0.111145704,0.888854296
Ag 5,8/20/2024,2024,233,6,,0.393674416,0.606325584
Ag 5,8/20/2024,2024,233,7,,0.315144421,0.684855579
Ag 5,8/20/2024,2024,233,8,,0.178652339,0.821347661
Ag 5,8/20/2024,2024,233,9,,0.322210464,0.677789536
Ag 6,6/26/2024,2024,178,1,,0.440987886,0.559012114
Ag 6,6/26/2024,2024,178,2,,0.624145445,0.375854555
Ag 6,6/26/2024,2024,178,3,,0.93003234,0.06996766
Ag 6,6/26/2024,2024,178,4,,0.319651682,0.680348318
Ag 6,6/26/2024,2024,178,5,,0.142691537,0.857308463
Ag 6,6/26/2024,2024,178,6,,0.277509935,0.722490065
Ag 6,6/26/2024,2024,178,7,,0.285526433,0.714473567
Ag 6,6/26/2024,2024,178,8,,0.682731803,0.317268197
Ag 6,8/2/2024,2024,215,1,,0.401142283,0.598857717
Ag 6,8/2/2024,2024,215,10,,0.228100718,0.771899282
Ag 6,8/2/2024,2024,215,2,,0.587946724,0.412053276
Ag 6,8/2/2024,2024,215,3,,0.465464313,0.534535687
Ag 6,8/2/2024,2024,215,4,,0.636958796,0.363041204
Ag 6,8/2/2024,2024,215,5,,0.615036168,0.384963832
Ag 6,8/2/2024,2024,215,6,,0.616455733,0.383544267
Ag 6,8/2/2024,2024,215,7,,0.586775524,0.413224476
Ag 6,8/2/2024,2024,215,8,,0.346132372,0.653867628
Ag 6,8/2/2024,2024,215,9,,0.208141861,0.791858139
Half 10,6/26/2024,2024,178,1,,0.240791662,0.759208338
Half 10,6/26/2024,2024,178,10,,0.282738402,0.717261598
Half 10,6/26/2024,2024,178,2,,0.203529215,0.796470785
Half 10,6/26/2024,2024,178,3,,0.25301387,0.74698613
Half 10,6/26/2024,2024,178,4,,0.212625616,0.787374384
Half 10,6/26/2024,2024,178,5,,0.029232988,0.970767012
Half 10,6/26/2024,2024,178,6,,0.13641125,0.86358875
Half 10,6/26/2024,2024,178,7,,0.45810648,0.54189352
Half 10,6/26/2024,2024,178,8,,0.310897967,0.689102033
Half 10,6/26/2024,2024,178,9,,0.20411836,0.79588164
Half 10,8/2/2024,2024,215,1,,0.10621509,0.89378491
Half 10,8/2/2024,2024,215,2,,0.144328724,0.855671276
Half 10,8/2/2024,2024,215,3,,0.322769123,0.677230877
Half 10,8/2/2024,2024,215,4,,0.204662985,0.795337015
Half 10,8/2/2024,2024,215,5,,0.313873757,0.686126243
Half 10,8/2/2024,2024,215,6,,0.411504362,0.588495638
Half 10,8/2/2024,2024,215,7,,0.394744235,0.605255765
Half 10,8/2/2024,2024,215,8,,0.30719262,0.69280738
Half 10,8/2/2024,2024,215,9,,0.413118343,0.586881657
Half 2,7/29/2024,2024,211,1,,0.632511375,0.367488625
Half 2,7/29/2024,2024,211,10,,0.177375005,0.822624995
Half 2,7/29/2024,2024,211,2,,0.412554519,0.587445481
Half 2,7/29/2024,2024,211,3,,0.202664882,0.797335118
Half 2,7/29/2024,2024,211,4,,0.697911223,0.302088777
Half 2,7/29/2024,2024,211,5,,0.464708232,0.535291768
Half 2,7/29/2024,2024,211,6,,0.568868915,0.431131085
Half 2,7/29/2024,2024,211,7,,0.49188635,0.50811365
Half 2,7/29/2024,2024,211,8,,0.334606547,0.665393453
Half 2,7/29/2024,2024,211,9,,0.434252716,0.565747284
Half 2,8/20/2024,2024,233,1,,0.454582354,0.545417646
Half 2,8/20/2024,2024,233,2,,0.628763535,0.371236465
Half 2,8/20/2024,2024,233,3,,0.076836803,0.923163197
Half 2,8/20/2024,2024,233,4,,0.65787992,0.34212008
Half 2,8/20/2024,2024,233,5,,0.790532545,0.209467455
Half 2,8/20/2024,2024,233,6,,0.572573988,0.427426012
Half 2,8/20/2024,2024,233,7,,0.756677802,0.243322198
Half 2,8/20/2024,2024,233,8,,0.362506415,0.637493585
Half 5,7/29/2024,2024,211,1,,0.239164536,0.760835464
Half 5,7/29/2024,2024,211,10,,0.186153905,0.813846095
Half 5,7/29/2024,2024,211,2,,0.076749698,0.923250302
Half 5,7/29/2024,2024,211,3,,0.261916421,0.738083579
Half 5,7/29/2024,2024,211,4,,0.143780791,0.856219209
Half 5,7/29/2024,2024,211,5,,0.270234491,0.729765509
Half 5,7/29/2024,2024,211,6,,0.101869094,0.898130906
Half 5,7/29/2024,2024,211,7,,0.165315961,0.834684039
Half 5,7/29/2024,2024,211,8,,0.325505323,0.674494677
Half 5,7/29/2024,2024,211,9,,0.316552019,0.683447981
Half 5,8/20/2024,2024,233,1,,0.042581262,0.957418738
Half 5,8/20/2024,2024,233,10,,0.10251139,0.89748861
Half 5,8/20/2024,2024,233,2,,0.058333412,0.941666588
Half 5,8/20/2024,2024,233,3,,0.240143283,0.759856717
Half 5,8/20/2024,2024,233,4,,0.176009979,0.823990021
Half 5,8/20/2024,2024,233,5,,0.114103328,0.885896672
Half 5,8/20/2024,2024,233,6,,0.155848074,0.844151926
Half 5,8/20/2024,2024,233,7,,0.264045964,0.735954036
Half 5,8/20/2024,2024,233,8,,0.114206126,0.885793874
Half 5,8/20/2024,2024,233,9,,0.2943618,0.7056382
Half 7,5/28/2024,2024,149,2,,0.620629865,0.379370135
Half 7,5/28/2024,2024,149,4,,0.219619946,0.780380054
Half 7,5/28/2024,2024,149,8,,0.168313851,0.831686149
Half 7,6/25/2024,2024,177,1,,0.095794996,0.904205004
Half 7,6/25/2024,2024,177,10,,0.085873793,0.914126207
Half 7,6/25/2024,2024,177,2,,0.292938467,0.707061533
Half 7,6/25/2024,2024,177,3,,0.185821869,0.814178131
Half 7,6/25/2024,2024,177,4,,0.134645778,0.865354222
Half 7,6/25/2024,2024,177,5,,0.190460209,0.809539791
Half 7,6/25/2024,2024,177,6,,0.159329781,0.840670219
Half 7,6/25/2024,2024,177,7,,0.161943032,0.838056968
Half 7,6/25/2024,2024,177,8,,0.080349182,0.919650818
Half 7,6/25/2024,2024,177,9,,0.18296805,0.81703195
Half 9,5/28/2024,2024,149,1,,0.412052366,0.587947634
Half 9,5/28/2024,2024,149,10,,0.6893878,0.3106122
Half 9,5/28/2024,2024,149,2,,0.933269131,0.066730869
Half 9,5/28/2024,2024,149,3,,0.863966156,0.136033844
Half 9,5/28/2024,2024,149,4,,0.714897653,0.285102347
Half 9,5/28/2024,2024,149,5,,0.698129072,0.301870928
Half 9,5/28/2024,2024,149,6,,0.64732618,0.35267382
Half 9,5/28/2024,2024,149,7,,0.877103111,0.122896889
Half 9,5/28/2024,2024,149,8,,0.664182028,0.335817972
Half 9,5/28/2024,2024,149,9,,0.737309396,0.262690604
Nat-ag 1,8/22/2024,2024,235,1,,0.902874364,0.097125636
Nat-ag 1,8/22/2024,2024,235,2,,0.88590707,0.11409293
Nat-ag 1,8/22/2024,2024,235,3,,0.985132144,0.014867856
Nat-ag 1,8/22/2024,2024,235,4,,0.942843085,0.057156915
Nat-ag 1,8/22/2024,2024,235,5,,0.473987589,0.526012411
Nat-ag 1,8/22/2024,2024,235,6,,0.785881292,0.214118708
Nat-ag 1,8/22/2024,2024,235,7,,0.436193729,0.563806271
Nat-ag 1,8/22/2024,2024,235,8,,0.94315462,0.05684538
Nat-ag 1,8/22/2024,2024,235,9,,0.801812358,0.198187642
Nat-ag 1,9/12/2024,2024,256,1,,0.861429382,0.138570618
Nat-ag 1,9/12/2024,2024,256,10,,0.98939191,0.01060809
Nat-ag 1,9/12/2024,2024,256,2,,0.493269425,0.506730575
Nat-ag 1,9/12/2024,2024,256,3,,0.774323882,0.225676118
Nat-ag 1,9/12/2024,2024,256,4,,0.963861711,0.036138289
Nat-ag 1,9/12/2024,2024,256,5,,0.678262332,0.321737668
Nat-ag 1,9/12/2024,2024,256,6,,0.933265141,0.066734859
Nat-ag 1,9/12/2024,2024,256,7,,0.92603921,0.07396079
Nat-ag 1,9/12/2024,2024,256,8,,0.550699032,0.449300968
Nat-ag 1,9/12/2024,2024,256,9,,0.721969083,0.278030917
Nat-ag 2,6/8/2024,2024,160,10,,0.618421115,0.381578885
Nat-ag 2,6/8/2024,2024,160,9,,0.79827789,0.20172211
Nat-ag 2,8/22/2024,2024,235,1,,0.412800333,0.587199667
Nat-ag 2,8/22/2024,2024,235,10,,0.473899111,0.526100889
Nat-ag 2,8/22/2024,2024,235,2,,0.985537936,0.014462064
Nat-ag 2,8/22/2024,2024,235,3,,0.923607547,0.076392453
Nat-ag 2,8/22/2024,2024,235,4,,0.939875849,0.060124151
Nat-ag 2,8/22/2024,2024,235,5,,0.542019008,0.457980992
Nat-ag 2,8/22/2024,2024,235,6,,0.951163706,0.048836294
Nat-ag 2,8/22/2024,2024,235,7,,0.978039509,0.021960491
Nat-ag 2,8/22/2024,2024,235,8,,0.888882153,0.111117847
Nat-ag 2,8/22/2024,2024,235,9,,0.904490895,0.095509105
Nat-ag 2,9/12/2024,2024,256,9,,0.668849179,0.331150821
Nat-ag 3,8/22/2024,2024,235,1,,0.719424617,0.280575383
Nat-ag 3,8/22/2024,2024,235,10,,0.961876361,0.038123639
Nat-ag 3,8/22/2024,2024,235,2,,0.941601848,0.058398152
Nat-ag 3,8/22/2024,2024,235,3,,0.950658148,0.049341852
Nat-ag 3,8/22/2024,2024,235,4,,0.798227545,0.201772455
Nat-ag 3,8/22/2024,2024,235,5,,0.97034706,0.02965294
Nat-ag 3,8/22/2024,2024,235,6,,0.891311854,0.108688146
Nat-ag 3,8/22/2024,2024,235,7,,0.614012888,0.385987112
Nat-ag 3,8/22/2024,2024,235,8,,0.704351057,0.295648943
Nat-ag 3,8/22/2024,2024,235,9,,0.81499905,0.18500095
Nat-ag 3,9/12/2024,2024,256,1,,0.39793963,0.60206037
Nat-ag 3,9/12/2024,2024,256,7,,0.87251066,0.12748934
Nat-ag 4,5/28/2024,2024,149,2,,0.659228595,0.340771405
Nat-ag 4,5/28/2024,2024,149,3,,0.118117468,0.881882532
Nat-ag 4,5/28/2024,2024,149,4,,0.405058658,0.594941342
Nat-ag 4,6/25/2024,2024,177,1,,0.091416077,0.908583923
Nat-ag 4,6/25/2024,2024,177,2,,0.212163726,0.787836274
Nat-ag 4,6/25/2024,2024,177,3,,0.035878545,0.964121455
Nat-ag 4,6/25/2024,2024,177,4,,0.17615007,0.82384993
Nat-ag 4,6/25/2024,2024,177,5,,0.212989314,0.787010686
Nat-ag 4,6/25/2024,2024,177,6,,0.212360304,0.787639696
Nat-ag 4,6/25/2024,2024,177,7,,0.166964709,0.833035291
Nat-ag 4,6/25/2024,2024,177,8,,0.035446505,0.964553495
Nat-ag 4,6/25/2024,2024,177,9,,0.054129279,0.945870721
Nat-ag 4,7/30/2024,2024,212,2,,0.111169835,0.888830165
Nat-ag 4,7/30/2024,2024,212,3,,0.080929136,0.919070864
Nat-ag 4,7/30/2024,2024,212,4,,0.052593158,0.947406842
Nat-ag 4,7/30/2024,2024,212,8,,0.11674353,0.88325647
Nat-ag 5 new,6/8/2024,2024,160,1,,0.480178605,0.519821395
Nat-ag 5 new,6/8/2024,2024,160,2,,0.642408355,0.357591645
Nat-ag 5 new,6/8/2024,2024,160,3,,0.662614461,0.337385539
Nat-ag 5 new,6/8/2024,2024,160,6,,0.52565727,0.47434273
Nat-ag 5 old,6/8/2024,2024,160,1,,0.844154816,0.155845184
Nat-ag 5 old,6/8/2024,2024,160,2,,0.701212696,0.298787304
Nat-ag 5 old,6/8/2024,2024,160,3,,0.886340945,0.113659055
Nat-ag 5 old,6/8/2024,2024,160,4,,0.797523391,0.202476609
Nat-ag 5 old,6/8/2024,2024,160,6,,0.831457168,0.168542832
Nat-ag 5 old,6/8/2024,2024,160,7,,0.589371744,0.410628256
Nat-ag 5 old,6/8/2024,2024,160,8,,0.691786571,0.308213429
Nat-ag 6,8/1/2024,2024,214,9,,0.143821008,0.856178992
Nat-ag 6,8/22/2024,2024,235,1,,0.15465451,0.84534549
Nat-ag 6,8/22/2024,2024,235,10,,0.490181734,0.509818266
Nat-ag 6,8/22/2024,2024,235,3,,0.656568058,0.343431942
Nat-ag 6,8/22/2024,2024,235,4,,0.17839338,0.82160662
Nat-ag 6,8/22/2024,2024,235,5,,0.217230922,0.782769078
Nat-ag 6,8/22/2024,2024,235,7,,0.130373199,0.869626801
Nat-ag 6,8/22/2024,2024,235,8,,0.280237559,0.719762441
Nat-ag 6,8/22/2024,2024,235,9,,0.205866358,0.794133642
Nat-ag 7 old,8/8/2024,2024,221,1,,0.168659865,0.831340135
Nat-ag 7 old,8/8/2024,2024,221,4,,0.130872087,0.869127913
Nat-ag 7 old,8/8/2024,2024,221,5,,0.070857601,0.929142399
Nat-ag 8,7/29/2024,2024,211,2,,0.052461325,0.947538675
Nat-ag 8,8/20/2024,2024,233,1,,0.462514145,0.537485855
Nat-ag 8,8/20/2024,2024,233,2,,0.126063693,0.873936307
Nat-ag 8,8/20/2024,2024,233,3,,0.240099534,0.759900466
Nat-ag 8,8/20/2024,2024,233,4,,0.303827725,0.696172275
Nat-ag 8,8/20/2024,2024,233,5,,0.701956865,0.298043135
Nat-ag 8,8/20/2024,2024,233,6,,0.263207095,0.736792905
Nat-ag 8,8/20/2024,2024,233,7,,0.200338373,0.799661627
Nat-ag 8,8/20/2024,2024,233,8,,0.490524658,0.509475342
Nat-ag 9,5/28/2024,2024,149,1,,0.576560825,0.423439175
Nat-ag 9,5/28/2024,2024,149,10,,0.900340935,0.099659065
Nat-ag 9,5/28/2024,2024,149,2,,0.481344545,0.518655455
Nat-ag 9,5/28/2024,2024,149,3,,0.325811568,0.674188432
Nat-ag 9,5/28/2024,2024,149,4,,0.411327407,0.588672593
Nat-ag 9,8/2/2024,2024,215,1,,0.309885007,0.690114993
Nat-ag 9,8/2/2024,2024,215,10,,0.59759902,0.40240098
Nat-ag 9,8/2/2024,2024,215,11,,0.168462703,0.831537297
Nat-ag 9,8/2/2024,2024,215,2,,0.19870654,0.80129346
Nat-ag 9,8/2/2024,2024,215,3,,0.421315958,0.578684042
Nat-ag 9,8/2/2024,2024,215,4,,0.792997558,0.207002442
Nat-ag 9,8/2/2024,2024,215,5,,0.460709084,0.539290916
Nat-ag 9,8/2/2024,2024,215,6,,0.131663285,0.868336715
Nat-ag 9,8/2/2024,2024,215,7,,0.704665535,0.295334465
Nat-ag 9,8/2/2024,2024,215,8,,0.740856008,0.259143992
Nat-ag 9,8/2/2024,2024,215,9,,0.389964483,0.610035517
Nat QC 1 alt,5/29/2024,2024,164,7,,0.368452732,0.631547268
Nat QC 1 alt,6/26/2024,2024,178,1,,0.428908055,0.571091945
Nat QC 1 alt,6/26/2024,2024,178,2,,0.186346994,0.813653006
Nat QC 1 alt,6/26/2024,2024,178,5,,0.068587096,0.931412904
Nat QC 1 alt,6/26/2024,2024,178,7,,0.291641955,0.708358045
Nat QC 1 alt,7/31/2024,2024,213,10,,0.15999887,0.84000113
Nat QC 1 alt,7/31/2024,2024,213,7,,0.385292827,0.614707173
Nat QC 1 alt,7/31/2024,2024,213,9,,0.343992823,0.656007177
Nat QC 1 old,5/29/2024,2024,150,1,,0.59560092,0.40439908
Nat QC 1 old,5/29/2024,2024,150,2,,0.2901958,0.7098042
Nat QC 1 old,5/29/2024,2024,150,3,,0.226629399,0.773370601
Nat QC 1 old,5/29/2024,2024,150,4,,0.07456849,0.92543151
Nat QC 1 old,5/29/2024,2024,150,5,,0.04784094,0.95215906
Nat QC 1 old,5/29/2024,2024,150,7,,0.14130685,0.85869315
Nat QC 1 old,5/29/2024,2024,150,8,,0.110656378,0.889343622
Nat QC 1 old,5/29/2024,2024,150,9,,0.412072004,0.587927996
Nat QC 1 old,6/26/2024,2024,178,1,,0.073178697,0.926821303
Nat QC 1 old,6/26/2024,2024,178,10,,0.059391719,0.940608281
Nat QC 1 old,6/26/2024,2024,178,2,,0.199948784,0.800051216
Nat QC 1 old,6/26/2024,2024,178,3,,0.100050195,0.899949805
Nat QC 1 old,6/26/2024,2024,178,4,,0.220112864,0.779887136
Nat QC 1 old,6/26/2024,2024,178,5,,0.088363323,0.911636677
Nat QC 1 old,6/26/2024,2024,178,6,,0.030900465,0.969099535
Nat QC 1 old,6/26/2024,2024,178,7,,0.046422672,0.953577328
Nat QC 1 old,6/26/2024,2024,178,8,,0.070223349,0.929776651
Nat QC 1 old,6/26/2024,2024,178,9,,0.049908447,0.950091553
Nat QC 1 old,7/31/2024,2024,213,1,,0.071466743,0.928533257
Nat QC 1 old,7/31/2024,2024,213,10,,0.158458872,0.841541128
Nat QC 1 old,7/31/2024,2024,213,2,,0.14861665,0.85138335
Nat QC 1 old,7/31/2024,2024,213,3,,0.04483695,0.95516305
Nat QC 1 old,7/31/2024,2024,213,4,,0.260739728,0.739260272
Nat QC 1 old,7/31/2024,2024,213,5,,0.088189399,0.911810601
Nat QC 1 old,7/31/2024,2024,213,6,,0.049907834,0.950092166
Nat QC 1 old,7/31/2024,2024,213,7,,0.479493798,0.520506202
Nat QC 1 old,7/31/2024,2024,213,7,edit,0.130360839,0.869639161
Nat QC 1 old,7/31/2024,2024,213,8,,0.06017457,0.93982543
Nat QC 1 old,7/31/2024,2024,213,9,,0.043947466,0.956052534
Nat QC 1 old,8/21/2024,2024,234,1,,0.029432433,0.970567567
Nat QC 1 old,8/21/2024,2024,234,2,,0.090712286,0.909287714
Nat QC 3,5/29/2024,2024,150,9,,0.528704145,0.471295855
Nat QC 3,8/21/2024,2024,234,1,,0.326156447,0.673843553
Nat QC 3,8/21/2024,2024,234,10,,0.191822748,0.808177252
Nat QC 3,8/21/2024,2024,234,2,,0.669112846,0.330887154
Nat QC 3,8/21/2024,2024,234,3,,0.352852353,0.647147647
Nat QC 3,8/21/2024,2024,234,5,,0.371913486,0.628086514
Nat QC 3,8/21/2024,2024,234,6,,0.342794942,0.657205058
Nat QC 3,8/21/2024,2024,234,7,,0.40683251,0.59316749
Nat QC 3,8/21/2024,2024,234,8,,0.488528518,0.511471482
Nat QC 3,8/21/2024,2024,234,9,,0.392654908,0.607345092
Nat QC 4,8/21/2024,2024,234,1,,0.524797659,0.475202341
Nat QC 4,8/21/2024,2024,234,2,,0.415908427,0.584091573
Nat QC 4,8/21/2024,2024,234,3,,0.35723268,0.64276732
Nat QC 4,8/21/2024,2024,234,4,,0.632770922,0.367229078
Nat QC 4,8/21/2024,2024,234,5,,0.749476197,0.250523803
Nat QC 4,8/21/2024,2024,234,6,,0.717892248,0.282107752
Nat QC 4,8/21/2024,2024,234,7,,0.787857814,0.212142186
Nat QC 4,8/21/2024,2024,234,8,,0.92142425,0.07857575
Nat QC 4,8/21/2024,2024,234,9,,0.433170778,0.566829222
Nat QC 6,7/31/2024,2024,213,1,,0.327405335,0.672594665
Nat QC 6,7/31/2024,2024,213,10,,0.391028765,0.608971235
Nat QC 6,7/31/2024,2024,213,2,,0.372645829,0.627354171
Nat QC 6,7/31/2024,2024,213,3,,0.324458894,0.675541106
Nat QC 6,7/31/2024,2024,213,4,,0.522643593,0.477356407
Nat QC 6,7/31/2024,2024,213,5,,0.382640462,0.617359538
Nat QC 6,7/31/2024,2024,213,6,,0.573534489,0.426465511
